Area,Perimeter,Circularity,Variance,Bending Energy
0.24182673536992874,0.18155374581865072,0.07407615275601849,0.2563505526580082,0.3703649997963671
0.1625131224795038,0.14942150593057954,0.07349313105711938,0.15697249896048668,0.15322204363446962
0.1488304398975705,0.14367829141180163,0.07279373266988251,0.1465582057809886,0.13209452667752508
0.15023384092499287,0.13740187990344585,0.08034649856272946,0.15150675869021962,0.12491399421924403
0.13675279440100124,0.12223792849868688,0.09240783135256625,0.15135753981294836,0.09851300783856898
0.1381331657006701,0.1431468011766681,0.06806427164963988,0.13748931233676653,0.12320575823885606
0.11224063781920539,0.12153359971597784,0.076725890160113,0.13500881685316612,0.08640528948469363
0.12711153786922078,0.12230747459877495,0.08579530231659849,0.13705184969065937,0.08942938846535464
0.2111275019334462,0.17959648688479382,0.06608968255404166,0.19180882600173405,0.26959351207034465
0.19256747191359494,0.15924233517528907,0.07667439991072135,0.18846678768711342,0.2084215278017458
0.1760952585775644,0.16835218360702364,0.0627328019913155,0.1772350812129484,0.2193857107782255
0.19789612352139213,0.16941759447239693,0.06961531581505735,0.18180061126907737,0.22684374825246675
0.17833326624236168,0.16476945945407065,0.06632289296698793,0.17290673007967064,0.20496061168923319
0.17441494283044495,0.147240105552071,0.08122991211739891,0.1709666742689265,0.16182527063713467
0.1573549932327965,0.16171580815693845,0.060751934569398605,0.16295813809437176,0.18617835774737118
0.17625690367402952,0.16226609762229027,0.0675888545472167,0.17798964116441748,0.20308047705406343
0.14641146859714496,0.15194450922678296,0.06403089998158654,0.1425168015633531,0.14352869079345051
0.11832886949956607,0.14093063835270983,0.06015398610056418,0.12498764778512682,0.1085384638998349
0.11837698659736456,0.13421062753383042,0.06635566379653117,0.12220165510550567,0.09642367892854954
0.11220902044077764,0.12176186302364563,0.07641695617510512,0.12406647442406532,0.0805377246489194
0.12672079052222218,0.13554945749751188,0.06963648451019243,0.12639425081736752,0.10100604648041275
0.11060232645938194,0.12128526731888796,0.07591589130653431,0.13333876540802173,0.08602620139390058
0.10941683236341392,0.1317070313241286,0.06368699376603465,0.12725602990562965,0.09658605170244082
0.10936750715495168,0.12813411201990535,0.06725790250763251,0.1156024855198026,0.08292118367593623
0.13895562293626854,0.14325973153831095,0.06836162718985665,0.13563041129927084,0.12158445973631257
0.1373366837901491,0.14374996472796472,0.0671051102554962,0.12466947842488728,0.11281099821395507
0.13023199746793723,0.13781033521381125,0.0692370660105071,0.1311693707307944,0.10902756180048487
0.13209917943442404,0.1485154047254863,0.060470233821495314,0.13717669676206126,0.13230149252114
0.12894122414925088,0.13873479208211764,0.0676403031953296,0.14213427860100863,0.11930304151493722
0.11868307114430875,0.13349511258960378,0.06724230260589514,0.13249949833803037,0.10344111931096464
0.1209796291026757,0.13001010586396342,0.07226742102526763,0.13028280399106562,0.09615099136263729
0.1290489873761236,0.14458484402614968,0.06232949261647556,0.1366170609243123,0.12315970371235993
0.10629818859569477,0.12835895491282287,0.06514154434317683,0.11865874701982732,0.08537798181443021
0.13249267249822438,0.1451482076687744,0.0634969753029596,0.12778852928584736,0.11769509833336728
0.141697224689912,0.1552123010635954,0.05938730284510191,0.12072883500731896,0.12597848452858945
0.13137232881214436,0.1343093896424377,0.07353188149268804,0.1283344464035433,0.09959243003270819
0.1714532296665365,0.16642103016455093,0.0625048604958826,0.14290568434694725,0.17355266120012225
0.1596860239605833,0.16296620633828957,0.06070945446363052,0.13871197805787977,0.16091373839415513
0.15488267582297147,0.15604781691835645,0.0642202482018372,0.13614699720357393,0.14526621135548184
0.14987487674848762,0.15215208795718302,0.06536684704638651,0.13556620118794896,0.13746416508940376
0.09996631753412921,0.12441327288131403,0.06520858827066278,0.11664300152224227,0.07839383016544776
0.12329504503166046,0.1390095546865474,0.06442298625589139,0.10691467152612237,0.0906342908003753
0.10562615524601883,0.12822211177621287,0.06486794717769757,0.11257050176859262,0.08081736241396634
0.1313901655083672,0.13111107721147655,0.07717357538788205,0.1294995081428295,0.09753289389866997
0.12213157326088536,0.1307435676209839,0.07213928273095314,0.1271990411859993,0.09523985192597048
0.11903889461141103,0.13347296710656645,0.06746628389070886,0.12468957961027909,0.09663724980001044
0.11497877358469394,0.12561036120514546,0.073578558705246,0.13119426162992184,0.09002754322250191
0.14707453400296086,0.15239761818971295,0.06393897271145006,0.13241000162309938,0.1343984665434362
0.0038533454643973303,0.015393342942942511,0.1641937377990955,0.01242839074273392,0.00012770600473267256
0.002123542461357178,0.009004214618572844,0.26445623205765617,0.007246690935171369,2.575080109314298e-05
0.0027459102795781873,0.01092996104292733,0.2320778262213125,0.008230692116921859,4.28109607186545e-05
0.0014576258016661965,0.00547431891669454,0.49110051641644714,0.004818803568499666,6.368170138780728e-06
0.001165297655305517,0.00498656299773131,0.4731717248262009,0.0038170333106326026,4.140645050282639e-06
0.0016750760281962985,0.00657757692609384,0.3909193647915577,0.005298269909001134,1.00868223445453e-05
